naics4,YEAR,sd,d7525,d9010,sd*,d7525*,d9010*
3324,2011,0.6647,0.905,1.918,0.6549,1.008,1.764
3324,2012,0.6686,0.946,1.733,0.6652,0.87,1.765
3324,2013,0.6257,0.795,1.605,0.6731,0.942,1.823
3324,2014,0.6014,0.814,1.562,0.6326,0.905,1.677
3324,2015,0.6042,0.642,1.601,0.6501,0.915,1.794
3324,2016,0.6474,0.813,1.73,0.6964,0.915,1.952
3325,1997,0.5664,0.649,1.653,0.4532,0.564,1.09
3325,1998,0.6605,0.89,1.723,0.4646,0.55,1.174
3325,1999,0.6107,0.779,1.843,0.5005,0.774,1.244
3325,2000,0.532,0.84,1.459,0.5348,0.775,1.383
3325,2001,0.5648,0.819,1.365,0.5224,0.738,1.279
3325,2002,0.5509,0.76,1.403,0.5038,0.779,1.247
3325,2003,0.5468,0.834,1.378,0.5951,0.788,1.666
3325,2004,0.5421,0.746,1.353,0.5691,0.63,1.409
3325,2005,0.5552,0.723,1.46,0.4724,0.686,1.239
3325,2006,0.4659,0.495,1.266,0.4565,0.637,1.201
3325,2007,0.6081,0.937,1.565,0.5517,0.703,1.417
3325,2008,0.4958,0.458,1.217,0.4952,0.672,1.223
3325,2009,0.6044,0.726,1.633,0.5295,0.584,1.221
3325,2010,0.6054,0.681,1.602,0.5111,0.663,1.294
3325,2011,0.5603,0.764,1.437,0.5411,0.772,1.345
3325,2012,0.6245,0.766,1.73,0.5451,0.798,1.263
3325,2013,0.6152,0.94,1.598,0.4833,0.661,1.151
3325,2014,0.6089,0.835,1.662,0.4507,0.672,1.193
3325,2015,0.4671,0.663,1.193,0.4794,0.764,1.292
3325,2016,0.5936,1.028,1.625,0.439,0.697,1.055
3326,1997,0.6088,0.989,1.649,0.5457,0.721,1.42
3326,1998,0.5424,0.707,1.423,0.5147,0.678,1.386
3326,1999,0.5518,0.726,1.363,0.5024,0.66,1.23
3326,2000,0.5165,0.719,1.316,0.4786,0.668,1.161
3326,2001,0.5883,0.752,1.6,0.4917,0.699,1.182
3326,2002,0.4912,0.693,1.276,0.4611,0.585,1.189
3326,2003,0.5201,0.742,1.316,0.4707,0.646,1.128
3326,2004,0.5814,0.875,1.447,0.5232,0.733,1.268
3326,2005,0.5438,0.713,1.399,0.4761,0.658,1.066
3326,2006,0.573,0.779,1.643,0.4863,0.608,1.214
3326,2007,0.5906,0.72,1.378,0.5367,0.656,1.359
3326,2008,0.7035,0.838,2.071,0.5708,0.714,1.34
3326,2009,0.557,0.664,1.423,0.4779,0.526,1.234
3326,2010,0.5274,0.651,1.374,0.4977,0.577,1.235
3326,2011,0.5282,0.676,1.423,0.4577,0.474,1.174
3326,2012,0.6618,0.681,1.748,0.5012,0.552,1.217
3326,2013,0.5944,0.619,1.572,0.4813,0.555,1.152
3326,2014,0.5418,0.741,1.393,0.4875,0.62,1.215
3326,2015,0.5627,1,1.425,0.4931,0.704,1.329
3326,2016,0.5353,0.782,1.351,0.4879,0.642,1.196
3327,1997,0.4369,0.492,1.079,0.4462,0.553,1.09
3327,1998,0.4955,0.614,1.263,0.4675,0.558,1.15
3327,1999,0.5236,0.583,1.252,0.4913,0.567,1.181
3327,2000,0.5387,0.61,1.313,0.4797,0.554,1.155
3327,2001,0.5445,0.66,1.303,0.4499,0.555,1.103
3327,2002,0.5371,0.684,1.414,0.4756,0.569,1.175
3327,2003,0.4652,0.566,1.172,0.4452,0.55,1.082
3327,2004,0.431,0.482,1.066,0.4601,0.526,1.134
3327,2005,0.4685,0.514,1.139,0.4367,0.536,1.071
3327,2006,0.4563,0.499,1.103,0.4338,0.512,1.093
3327,2007,0.5453,0.612,1.289,0.4695,0.58,1.147
3327,2008,0.4635,0.531,1.139,0.4456,0.566,1.127
3327,2009,0.4942,0.561,1.25,0.4718,0.594,1.169
3327,2010,0.469,0.541,1.166,0.4481,0.532,1.179
3327,2011,0.4411,0.517,1.113,0.4429,0.537,1.123
3327,2012,0.4599,0.569,1.124,0.4419,0.568,1.099
3327,2013,0.4643,0.551,1.153,0.4416,0.544,1.097
3327,2014,0.432,0.492,1.068,0.4205,0.526,1.061
3327,2015,0.4175,0.514,1.014,0.4306,0.529,1.077
3327,2016,0.4539,0.536,1.109,0.4423,0.528,1.105
3328,1997,0.5213,0.658,1.24,0.5915,0.628,1.437
3328,1998,0.5931,0.647,1.347,0.647,0.66,1.585
3328,1999,0.6123,0.632,1.389,0.582,0.586,1.314
3328,2000,0.5567,0.637,1.278,0.6415,0.707,1.488
3328,2001,0.5615,0.645,1.392,0.6186,0.66,1.463
3328,2002,0.6128,0.619,1.476,0.6521,0.635,1.505
3328,2003,0.5893,0.674,1.37,0.661,0.69,1.603
3328,2004,0.6977,0.669,1.648,0.6728,0.627,1.54
3328,2005,0.7081,0.748,1.709,0.6775,0.717,1.563
3328,2006,0.683,0.745,1.79,0.6771,0.721,1.615
3328,2007,0.7316,0.872,1.895,0.686,0.762,1.653
3328,2008,0.7768,0.818,1.818,0.7184,0.752,1.682
3328,2009,0.7037,0.881,1.778,0.6829,0.76,1.651
3328,2010,0.7437,0.951,1.78,0.7583,0.865,1.818
3328,2011,0.7598,0.85,1.788,0.7451,0.844,1.788
3328,2012,0.703,0.888,1.882,0.6951,0.81,1.681
3328,2013,0.6751,0.858,1.674,0.7007,0.804,1.663
3328,2014,0.7093,0.825,1.703,0.6633,0.658,1.593
3328,2015,0.7726,0.989,2.164,0.6586,0.753,1.628
3328,2016,0.8096,0.957,2.065,0.6481,0.713,1.523
3329,1997,0.5735,0.75,1.521,0.5044,0.63,1.294
3329,1998,0.5864,0.709,1.531,0.5462,0.676,1.451
3329,1999,0.5329,0.685,1.318,0.4971,0.637,1.295
3329,2000,0.5791,0.684,1.434,0.5269,0.644,1.343
3329,2001,0.5292,0.752,1.367,0.5082,0.652,1.317
3329,2002,0.6852,0.894,1.997,0.5236,0.61,1.336
3329,2003,0.5918,0.72,1.567,0.5208,0.656,1.359
3329,2004,0.5547,0.679,1.401,0.5112,0.655,1.291
3329,2005,0.57,0.773,1.444,0.5102,0.622,1.351
3329,2006,0.5034,0.641,1.309,0.5033,0.647,1.333
3329,2007,0.5976,0.833,1.516,0.54,0.693,1.344
3329,2008,0.5939,0.732,1.452,0.5648,0.708,1.403
3329,2009,0.5805,0.698,1.376,0.5404,0.7,1.378
3329,2010,0.6178,0.785,1.622,0.5377,0.671,1.351
3329,2011,0.6682,0.857,1.664,0.5488,0.693,1.454
3329,2012,0.6594,0.863,1.637,0.566,0.7,1.467
3329,2013,0.6212,0.807,1.586,0.5616,0.756,1.488
3329,2014,0.5361,0.705,1.34,0.5293,0.701,1.348
3329,2015,0.5685,0.775,1.556,0.538,0.735,1.443
3329,2016,0.5834,0.784,1.488,0.5537,0.759,1.453
3331,1997,0.6207,0.7,1.502,0.683,0.937,1.795
3331,1998,0.6164,0.798,1.51,0.7142,0.915,2.022
3331,1999,0.6413,0.845,1.738,0.685,1.082,1.892
3331,2000,0.5804,0.63,1.397,0.6507,0.951,1.773
3331,2001,0.6507,0.767,1.666,0.6583,0.965,1.861
3331,2002,0.7185,1.046,1.828,0.6542,1.008,1.737
3331,2003,0.6269,0.719,1.497,0.6524,0.846,1.78
3331,2004,0.6217,0.891,1.501,0.658,0.883,1.622
3331,2005,0.7006,1.003,1.758,0.6928,0.908,1.945
3331,2006,0.6544,0.733,1.981,0.6637,0.948,1.839
3331,2007,0.7595,1,2.121,0.6939,0.899,1.858
3331,2008,0.7161,0.936,1.952,0.6779,0.972,1.764
3331,2009,0.6474,0.811,1.725,0.6463,0.892,1.679
3331,2010,0.6786,0.912,1.819,0.6651,0.965,1.802
3331,2011,0.6504,0.859,1.733,0.6603,1.007,1.798
3331,2012,0.7703,0.967,2.165,0.748,1.219,1.94
3331,2013,0.8922,0.977,2.386,0.7637,0.971,2.019
3331,2014,0.8244,1.101,2.25,0.7142,0.929,1.928
3331,2015,0.7452,1.151,1.937,0.7284,1.169,2.015
3331,2016,0.9298,1.444,2.116,0.7502,1.098,1.98
3332,1997,0.5427,0.674,1.459,0.5832,0.76,1.527
3332,1998,0.6228,0.784,1.567,0.5512,0.681,1.422
3332,1999,0.5852,0.8,1.561,0.527,0.76,1.29
3332,2000,0.5797,0.647,1.434,0.6372,0.766,1.744
3332,2001,0.5224,0.7,1.328,0.5469,0.671,1.491
3332,2002,0.6228,0.773,1.621,0.577,0.72,1.489
3332,2003,0.637,0.817,1.781,0.5475,0.745,1.402
3332,2004,0.5122,0.663,1.329,0.5333,0.648,1.338
3332,2005,0.528,0.692,1.4,0.5023,0.596,1.299
3332,2006,0.525,0.695,1.303,0.6153,0.699,1.402
3332,2007,0.6119,0.663,1.588,0.577,0.696,1.492
3332,2008,0.5742,0.713,1.468,0.5542,0.723,1.4
3332,2009,0.5732,0.829,1.508,0.5064,0.637,1.31
3332,2010,0.5364,0.688,1.318,0.5641,0.706,1.371
3332,2011,0.5319,0.62,1.246,0.5412,0.68,1.413
3332,2012,0.5772,0.761,1.48,0.5876,0.697,1.556
3332,2013,0.6043,0.693,1.482,0.5956,0.704,1.469
3332,2014,0.6299,0.71,1.643,0.5579,0.67,1.398
3332,2015,0.6498,0.855,1.703,0.5945,0.724,1.403
3332,2016,0.6239,0.805,1.537,0.5877,0.72,1.419
3333,1997,0.7137,0.805,1.634,0.7146,0.796,1.601
3333,1998,0.5548,0.716,1.545,0.5738,0.703,1.452
3333,1999,0.5412,0.661,1.299,0.5848,0.684,1.351
3333,2000,0.6101,0.801,1.362,0.6251,0.742,1.382
3333,2001,0.4922,0.609,1.262,0.5447,0.632,1.34
3333,2002,0.6372,0.785,1.442,0.5891,0.587,1.435
3333,2003,0.5729,0.836,1.491,0.5388,0.689,1.274
3333,2004,0.4883,0.594,1.083,0.4884,0.529,1.116
3333,2005,0.6179,0.67,1.675,0.5044,0.544,1.254
3333,2006,0.5546,0.611,1.308,0.5026,0.648,1.236
3333,2007,0.6061,0.687,1.667,0.5163,0.617,1.208
3333,2008,0.5303,0.677,1.439,0.5121,0.607,1.236
3333,2009,0.5119,0.609,1.41,0.4783,0.577,1.136
3333,2010,0.4705,0.521,1.162,0.4499,0.531,1.163
3333,2011,0.502,0.593,1.405,0.482,0.57,1.236
3333,2012,0.65,0.743,1.651,0.4952,0.561,1.232
3333,2013,0.6098,0.799,1.63,0.5401,0.674,1.387
3333,2014,0.627,0.916,1.428,0.5326,0.717,1.277
3333,2015,0.585,0.821,1.659,0.5455,0.64,1.436
3333,2016,0.5645,0.698,1.442,0.5355,0.673,1.347
3334,1997,0.5776,0.76,1.444,0.4939,0.721,1.172
3334,1998,0.6124,0.727,1.726,0.533,0.752,1.248
3334,1999,0.4875,0.634,1.123,0.4841,0.723,1.2
3334,2000,0.5063,0.598,1.227,0.5074,0.696,1.291
3334,2001,0.5531,0.676,1.304,0.5233,0.743,1.257
3334,2002,0.5916,0.629,1.45,0.52,0.662,1.365
3334,2003,0.5317,0.638,1.31,0.5313,0.63,1.386
3334,2004,0.4721,0.601,1.139,0.5448,0.699,1.505
3334,2005,0.4781,0.611,1.265,0.5305,0.725,1.387
3334,2006,0.4749,0.596,1.175,0.5173,0.737,1.397
3334,2007,0.5458,0.644,1.458,0.5369,0.663,1.459
3334,2008,0.4963,0.495,1.186,0.553,0.66,1.455
3334,2009,0.5217,0.646,1.46,0.5372,0.677,1.448
3334,2010,0.5516,0.659,1.458,0.5421,0.673,1.472
3334,2011,0.5595,0.789,1.52,0.5447,0.731,1.563
3334,2012,0.5564,0.697,1.492,0.5574,0.762,1.427
3334,2013,0.5835,0.767,1.427,0.5689,0.779,1.444
3334,2014,0.5353,0.704,1.312,0.5455,0.836,1.28
3334,2015,0.5106,0.678,1.194,0.5262,0.659,1.362
3334,2016,0.5947,0.864,1.65,0.5535,0.648,1.416
3335,1997,0.4509,0.52,1.197,0.4505,0.569,1.123
3335,1998,0.4883,0.563,1.188,0.4602,0.537,1.133
3335,1999,0.4718,0.578,1.163,0.4668,0.535,1.142
3335,2000,0.4917,0.586,1.222,0.4523,0.532,1.131
3335,2001,0.5209,0.633,1.321,0.4689,0.576,1.181
3335,2002,0.5225,0.637,1.392,0.4606,0.53,1.132
3335,2003,0.5192,0.618,1.3,0.4658,0.536,1.207
3335,2004,0.461,0.516,1.146,0.4437,0.52,1.092
3335,2005,0.4039,0.495,0.993,0.4174,0.538,1.054
3335,2006,0.4017,0.484,1.01,0.4146,0.522,1.085
3335,2007,0.4538,0.565,1.113,0.4304,0.561,1.092
3335,2008,0.4491,0.562,1.083,0.4367,0.505,1.115
3335,2009,0.479,0.521,1.179,0.4468,0.509,1.103
3335,2010,0.4632,0.507,1.082,0.4548,0.552,1.103
3335,2011,0.4447,0.528,1.116,0.441,0.58,1.118
3335,2012,0.4828,0.581,1.146,0.4318,0.544,1.065
3335,2013,0.4649,0.638,1.129,0.4509,0.57,1.093
3335,2014,0.472,0.533,1.198,0.4287,0.527,1.05
3335,2015,0.4688,0.63,1.172,0.4625,0.611,1.157
3335,2016,0.5052,0.624,1.235,0.4917,0.597,1.216
3336,1997,0.581,0.873,1.624,0.6298,0.998,1.621
3336,1998,0.5856,0.714,1.722,0.6769,1.095,1.755
3336,1999,0.6292,1.007,1.491,0.7244,1.114,1.849
3336,2000,0.6263,0.629,1.66,0.7217,1.09,1.914
3336,2001,0.6496,0.736,1.569,0.7926,1.004,1.981
3336,2002,0.6985,0.91,1.768,0.6739,1.072,1.526
3336,2003,0.7226,0.78,1.791,0.7366,1.075,1.94
3336,2004,0.6026,0.617,1.342,0.7194,1.03,1.964
3336,2005,0.6502,0.794,1.664,0.687,0.98,1.746
3336,2006,0.6842,1.14,1.682,0.6696,0.905,1.894
3336,2007,0.6619,0.957,1.677,0.6543,0.995,1.669
3336,2008,0.6474,0.732,1.59,0.6439,0.852,1.638
3336,2009,0.7153,0.72,1.889,0.6692,0.837,1.811
3336,2010,0.7958,1.287,2.118,0.7147,0.993,1.837
3336,2011,0.7989,0.998,2.138,0.7397,0.957,1.971
3336,2012,0.7906,0.985,1.835,0.8194,1.09,2.185
3336,2013,0.6816,0.855,1.646,0.8102,1.123,2.08
3336,2014,0.6262,0.877,1.594,0.7525,1.129,2.083
3336,2015,0.6244,0.663,1.609,0.7895,1.277,2.161
3336,2016,0.6126,0.871,1.384,0.8002,1.044,2.228
3339,1997,0.5868,0.75,1.503,0.5193,0.672,1.355
3339,1998,0.6323,0.718,1.539,0.5653,0.728,1.337
3339,1999,0.5159,0.645,1.312,0.5102,0.66,1.276
3339,2000,0.5318,0.764,1.35,0.5415,0.753,1.329
3339,2001,0.5531,0.707,1.469,0.5152,0.653,1.363
3339,2002,0.5351,0.641,1.363,0.5144,0.607,1.304
3339,2003,0.5585,0.635,1.452,0.5311,0.623,1.313
3339,2004,0.5253,0.675,1.389,0.4914,0.637,1.301
3339,2005,0.5402,0.596,1.384,0.5078,0.622,1.305
3339,2006,0.5895,0.788,1.598,0.5036,0.666,1.332
3339,2007,0.5652,0.686,1.407,0.5142,0.673,1.366
3339,2008,0.5543,0.668,1.312,0.5443,0.7,1.359
3339,2009,0.5238,0.681,1.253,0.5445,0.718,1.349
3339,2010,0.5259,0.693,1.407,0.5296,0.695,1.295
3339,2011,0.5346,0.668,1.319,0.5187,0.688,1.345
3339,2012,0.5477,0.745,1.435,0.5273,0.72,1.353
3339,2013,0.557,0.722,1.471,0.536,0.703,1.366
3339,2014,0.5715,0.759,1.399,0.5329,0.748,1.416
3339,2015,0.5983,0.788,1.535,0.5428,0.721,1.427
3339,2016,0.554,0.686,1.39,0.5608,0.729,1.469
3341,1997,0.8228,1.068,2.01,0.8638,1.009,2.161
3341,1998,1.228,1.098,3.248,1.417,2.753,3.723
3341,1999,1.004,1.236,2.591,1.001,0.968,2.62
3341,2000,0.8408,1.272,2.203,1.129,1.361,3.446
3341,2001,0.9408,1.319,2.534,1.266,1.54,3.583
3341,2002,0.9698,1.167,2.942,1.512,2.353,3.927
3341,2003,0.9985,1.437,2.442,1.334,1.831,3.457
3341,2004,1.077,1.627,2.828,1.31,1.816,2.916
3341,2005,1.197,1.68,3.067,1.433,1.952,3.847
3341,2006,1.343,2.496,3.388,1.302,2.082,3.431
3341,2007,1.35,1.899,3.51,1.552,2.287,3.806
3341,2008,1.407,2.071,3.715,1.66,2.564,4.125
3341,2009,1.392,2.26,3.399,1.665,2.234,4.606
3341,2010,1.341,2.141,3.376,1.62,2.469,4.552
3341,2011,1.421,2.406,3.69,1.433,2.306,3.781
3341,2012,1.422,2.504,3.63,1.37,2.154,3.406
3341,2013,1.561,2.57,4.225,1.395,2.179,3.632
3341,2014,1.274,1.799,3.618,1.398,2.449,3.551
3341,2015,1.169,1.583,3.275,1.354,2.371,3.771
3341,2016,1.115,1.432,3.148,1.423,2.359,3.712
3342,1997,0.6853,0.867,1.653,0.7277,0.966,1.908
3342,1998,0.9275,0.982,1.881,0.8016,0.912,2.23
3342,1999,0.6778,0.781,1.682,0.7351,1.032,1.868
3342,2000,0.8103,1.016,2.043,0.8275,1.199,2.246
3342,2001,0.71,0.845,1.935,0.856,1.167,2.264
3342,2002,1.164,1.441,3.457,0.8012,0.867,1.931
3342,2003,1.224,1.293,3.805,0.8454,0.971,1.986
3342,2004,0.7897,0.863,2.017,0.7945,0.898,2.317
3342,2005,0.9514,1.08,2.275,0.8431,0.921,2.172
3342,2006,0.87,1.143,2.005,0.8072,1.007,1.951
3342,2007,0.9134,1.161,2.337,0.7464,0.797,1.923
3342,2008,0.7702,1.162,1.883,0.7404,1.058,1.821
3342,2009,0.6424,0.718,1.586,0.6568,0.939,1.537
3342,2010,0.6932,0.743,1.965,0.6694,0.78,1.731
3342,2011,0.6951,0.856,1.763,0.6633,0.723,1.654
3342,2012,0.6939,0.719,1.785,0.6297,0.741,1.714
3342,2013,0.7205,0.888,1.863,0.6222,0.609,1.538
3342,2014,1.072,1.219,3.415,0.5926,0.584,1.244
3342,2015,0.8712,0.962,2.367,0.5937,0.514,1.088
3342,2016,0.9156,1.32,2.577,0.6205,0.489,1.273
3343,1997,0.798,0.962,2.466,0.7232,1.079,1.935
3343,1998,0.7326,1.005,2.2,0.7014,0.767,1.874
3343,1999,0.8284,1.533,2.337,0.709,0.944,1.885
3343,2000,0.9377,1.04,2.837,1.142,1.376,3.281
3343,2001,0.646,0.763,1.446,0.7931,1.423,1.832
3343,2002,0.6354,0.875,1.686,0.749,1.264,1.98
3343,2003,0.5702,0.662,1.499,0.7874,1.281,1.989
3343,2004,0.7524,0.705,2.079,0.9631,1.613,2.438
3343,2005,0.7325,1.28,1.654,0.8336,1.305,1.94
3343,2006,0.9033,2.034,2.18,0.8612,1.264,2.22
3343,2007,0.9515,1.905,2.15,0.7902,1.262,2.106
3343,2008,0.6912,0.521,1.718,0.7462,0.573,2.01
3343,2009,0.7969,0.887,2.34,0.6746,0.655,1.997
3343,2010,0.6601,0.723,1.655,0.5544,0.598,1.245
3343,2011,0.7085,0.674,1.583,0.6043,0.571,1.513
3343,2012,0.4622,0.604,1.084,0.4804,0.569,1.166
3343,2013,0.5711,0.794,1.412,0.4274,0.432,1.016
3343,2014,0.6725,0.623,1.518,0.5565,0.699,1.201
3343,2015,0.7615,0.826,2.553,0.5939,0.768,1.449
3343,2016,0.675,0.666,1.5,0.5838,0.643,1.547
3344,1997,0.6092,0.782,1.486,0.6932,0.98,1.739
3344,1998,0.9291,0.814,1.791,0.8834,1.009,1.898
3344,1999,0.6549,0.832,1.706,0.7606,1.13,2.013
3344,2000,0.7967,0.917,2.021,1.001,1.42,2.637
3344,2001,0.9214,0.924,2.464,1.05,1.557,2.721
3344,2002,0.836,0.908,1.954,1.127,1.833,3.103
3344,2003,0.8862,0.902,2.261,1.236,2.002,3.378
3344,2004,0.8685,0.896,2.09,1.212,1.818,3.282
3344,2005,0.888,0.845,2.119,1.26,2.002,3.37
3344,2006,0.946,0.919,2.269,1.271,2.153,3.477
3344,2007,1.074,1.288,2.861,1.321,2.237,3.47
3344,2008,1.061,1.27,2.832,1.332,2.252,3.488
3344,2009,1.123,1.332,2.918,1.422,2.451,3.558
3344,2010,1.058,1.055,2.984,1.452,2.398,3.745
3344,2011,1.187,1.104,3.342,1.522,2.513,4.091
3344,2012,1.322,1.588,3.708,1.437,2.619,3.584
3344,2013,1.192,1.531,3.163,1.429,2.668,3.659
3344,2014,1.031,1.026,2.221,1.485,2.664,4.214
3344,2015,1.084,1.194,2.704,1.474,2.668,3.857
3344,2016,0.9445,0.954,2.088,1.458,2.627,3.817
3345,1997,0.5576,0.644,1.436,0.5364,0.624,1.379
3345,1998,0.7326,0.71,1.544,0.6027,0.673,1.529
3345,1999,0.5379,0.677,1.384,0.5486,0.714,1.363
3345,2000,0.5237,0.585,1.309,0.5399,0.679,1.343
3345,2001,0.5469,0.662,1.284,0.5848,0.75,1.369
3345,2002,0.623,0.822,1.592,0.5776,0.816,1.472
3345,2003,0.576,0.82,1.448,0.5478,0.704,1.342
3345,2004,0.5337,0.636,1.252,0.5682,0.696,1.375
3345,2005,0.5928,0.725,1.458,0.5539,0.698,1.412
3345,2006,0.5632,0.65,1.393,0.5204,0.621,1.282
3345,2007,0.5761,0.698,1.51,0.5694,0.681,1.444
3345,2008,0.5955,0.717,1.46,0.6018,0.762,1.504
3345,2009,0.5625,0.7,1.404,0.5632,0.639,1.418
3345,2010,0.567,0.751,1.46,0.544,0.693,1.452
3345,2011,0.5759,0.765,1.466,0.5519,0.715,1.517
3345,2012,0.6041,0.776,1.605,0.5635,0.687,1.46
3345,2013,0.643,0.834,1.64,0.5852,0.652,1.424
3345,2014,0.603,0.801,1.544,0.5585,0.727,1.392
3345,2015,0.5981,0.722,1.64,0.5755,0.753,1.481
3345,2016,0.6423,0.884,1.648,0.5862,0.679,1.485
